no	effector	l1	l2	p.value
"5747"	"hopK"	-39.664812	-39.43301	0.463604	0.976946036747863
"5748"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"5749"	"hopN"	-51.850712	-51.206195	1.289034	0.863233310771402
"5750"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"5751"	"hopQ"	-71.010277	-68.334846	5.350862	0.253153160664806
"5752"	"hopR"	-71.972372	-69.15609	5.632564	0.228320405378021
"5753"	"hopS"	-42.011965	-41.85411	0.31571	0.988777601659335
"5754"	"hopT"	-62.52055	-60.388265	4.26457	0.371382693245243
"5755"	"hopU"	-41.658934	-41.003083	1.311702	0.859387009159275
"5756"	"hopV"	-58.191609	-54.759674	6.86387	0.143259341158557
"5757"	"hopW"	-71.067845	-68.791309	4.553072	0.336300816203449
"5758"	"hopX"	-105.17302	-104.577066	1.191908	0.879429107559872
"5759"	"hopY"	-37.622332	-37.605557	0.03355	0.99986086333183
"5760"	"hopZ"	-96.858463	-93.729388	6.25815	0.180681116450307
"5761"	"avrA"	-54.343394	-51.495208	5.696372	0.222999860838149
"5762"	"avrB"	-91.525608	-87.15543	8.740356	0.0679273216315907
"5763"	"avrD1"	-82.054192	-78.005557	8.09727	0.0880793566914361
"5764"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"5765"	"avrPto"	-86.887975	-81.397685	10.98058	0.026783137529505
"5766"	"avrRpm"	-80.74256	-78.979401	3.526318	0.473887934867938
"5767"	"avrRps4"	-76.409386	-73.466794	5.885184	0.207888453377529
"5768"	"avrRpt2"	-50.977588	-50.363317	1.228542	0.873377378803123
"5769"	"hopA1"	-91.697977	-90.265385	2.865184	0.580634014243189
"5770"	"hopAA"	-76.032166	-74.087887	3.888558	0.421297925269121
"5771"	"hopAB"	-86.238309	-78.646083	15.184452	0.00433355022706685
"5772"	"hopAD"	-39.664812	-39.438975	0.451674	0.978031770778225
"5773"	"hopAE"	-79.711518	-76.378218	6.6666	0.154591268328043
"5774"	"hopAF"	-100.815911	-101.215393	-0.798964	1
"5775"	"hopAG"	-66.818747	-64.536294	4.564906	0.334920532651598
"5776"	"hopAH"	-55.769689	-53.922557	3.694264	0.448960742528126
"5777"	"hopAI"	-60.369009	-58.164297	4.409424	0.353422952604188
"5778"	"hopAL"	-53.692517	-51.722521	3.939992	0.41418796187981
"5779"	"hopAM"	-52.902758	-51.793722	2.218072	0.695722065939723
"5780"	"hopAO"	-69.468744	-66.654862	5.627764	0.228725100288859
"5781"	"hopAQ"	-39.664812	-39.431839	0.465946	0.976730339372142
"5782"	"hopAR"	-72.990154	-66.985392	12.009524	0.0172805826756364
"5783"	"hopAS"	-56.806437	-54.893759	3.825356	0.430156980022793
"5784"	"hopAT"	-77.775445	-75.730724	4.089442	0.39403650225755
"5785"	"hopAU"	-50.368184	-49.573524	1.58932	0.810710373739501
"5786"	"hopAV"	-67.008293	-64.478172	5.060242	0.281171956485538
"5787"	"hopAW"	-57.535763	-55.96295	3.145626	0.533757775347534
"5788"	"hopAX"	-48.062667	-47.220061	1.685212	0.793402098432808
"5789"	"hopAY"	-99.399526	-96.503126	5.7928	0.215165678468298
"5790"	"hopAZ"	-97.305653	-96.284304	2.042698	0.727905614430438
"5791"	"hopBA"	-56.758852	-55.319921	2.877862	0.578468507837345
"5792"	"hopBB"	-76.42517	-71.52316	9.80402	0.0438615573582037
"5793"	"hopBC"	-55.903204	-54.451524	2.90336	0.574125941671359
"5794"	"hopBD"	-75.964314	-72.71277	6.503088	0.164595918269822
"5795"	"hopBE"	-48.55916	-46.083525	4.95127	0.292334143511143
"5796"	"hopBF"	-84.05626	-69.138397	29.835726	5.2861463159673e-06
"5797"	"hopBG"	-39.624522	-39.153608	0.941828	0.918484707659842
"5798"	"hopBH"	-43.955988	-43.328527	1.254922	0.868975916343356
"5799"	"hopBI"	-55.395777	-54.063023	2.665508	0.615263617820966
"5800"	"hopBJ"	-34.968273	-34.95021	0.036126	0.999838815256206
"5801"	"hopBK"	-49.271546	-48.628095	1.286902	0.863593850843346
"5802"	"hopBL"	-56.57954	-54.612813	3.933454	0.415086778804411
"5803"	"hopB"	-58.450129	-57.277272	2.345714	0.672459018409975
"5804"	"hopC"	-57.268023	-55.124612	4.286822	0.368578161021773
"5805"	"hopD"	-72.281583	-69.514168	5.53483	0.236684816737283
"5806"	"hopE"	-63.300446	-62.992238	0.616416	0.961222143341594
"5807"	"hopF"	-78.609322	-74.585766	8.047112	0.0898675867331796
"5808"	"hopG"	-67.677583	-65.616847	4.121472	0.389815943858538
"5809"	"hopH"	-90.624016	-83.100075	15.047882	0.00460293006589295
"5810"	"hopI"	-47.078015	-46.273009	1.610012	0.806991548003384
"5811"	"hopK"	-39.664812	-39.434681	0.460262	0.977252386532713
"5812"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"5813"	"hopN"	-51.850712	-51.206198	1.289028	0.863234325722448
"5814"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"5815"	"hopQ"	-71.010277	-68.334136	5.352282	0.253022353770774
"5816"	"hopR"	-71.972372	-69.125122	5.6945	0.223154395042487
"5817"	"hopS"	-42.011965	-41.85421	0.31551	0.988791078463474
"5818"	"hopT"	-62.52055	-60.386291	4.268518	0.370883894757794
"5819"	"hopU"	-41.658934	-41.013461	1.290946	0.862909794270878
"5820"	"hopV"	-58.191609	-54.757992	6.867234	0.143072859637192
"5821"	"hopW"	-71.067845	-68.930149	4.275392	0.370016667384339
"5822"	"hopX"	-105.17302	-104.577066	1.191908	0.879429107559872
"5823"	"hopY"	-37.620789	-37.612586	0.016406	0.999966538821883
"5824"	"hopZ"	-96.858463	-93.730326	6.256274	0.180809591086375
"5825"	"avrA"	-54.343394	-51.611783	5.463222	0.242981260450613
"5826"	"avrB"	-91.525608	-87.139239	8.772738	0.0670378765956143
"5827"	"avrD1"	-82.054192	-78.005558	8.097268	0.088079427324647
"5828"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"5829"	"avrPto"	-86.887975	-81.554971	10.666008	0.0305854977881965
"5830"	"avrRpm"	-80.74256	-78.979003	3.527114	0.473767595724712
"5831"	"avrRps4"	-76.409386	-73.466795	5.885182	0.207888608537155
"5832"	"avrRpt2"	-50.977588	-50.370415	1.214346	0.875731041863527
"5833"	"hopA1"	-91.697977	-90.265386	2.865182	0.580634356187818
"5834"	"hopAA"	-76.032166	-74.087887	3.888558	0.421297925269121
"5835"	"hopAB"	-86.238309	-78.553581	15.369456	0.00399320177833067
"5836"	"hopAD"	-39.664812	-39.438191	0.453242	0.977890317099995
"5837"	"hopAE"	-79.711518	-76.377779	6.667478	0.154539072186829
"5838"	"hopAF"	-100.815911	-101.404451	-1.17708	1
"5839"	"hopAG"	-66.818747	-64.533462	4.57057	0.334261521516724
"5840"	"hopAH"	-55.769689	-53.964474	3.61043	0.461287025334376
"5841"	"hopAI"	-60.369009	-58.165923	4.406172	0.353818474981246
"5842"	"hopAL"	-53.692517	-51.715256	3.954522	0.412195614573783
"5843"	"hopAM"	-52.902758	-51.808533	2.18845	0.701144384752092
"5844"	"hopAO"	-69.468744	-66.711381	5.514726	0.238438081566736
"5845"	"hopAQ"	-39.664812	-39.430911	0.467802	0.976558810532151
"5846"	"hopAR"	-72.990154	-66.985393	12.009522	0.0172805974892488
"5847"	"hopAS"	-56.806437	-54.946418	3.720038	0.44521822140588
"5848"	"hopAT"	-77.775445	-75.683365	4.18416	0.38165584858274
"5849"	"hopAU"	-50.368204	-49.540359	1.65569	0.798749960545551
"5850"	"hopAV"	-67.008293	-64.496019	5.024548	0.284787978958814
"5851"	"hopAW"	-57.535763	-55.972626	3.126274	0.536920574666245
"5852"	"hopAX"	-48.062667	-47.243646	1.638042	0.801939142851713
"5853"	"hopAY"	-99.399526	-96.507037	5.784978	0.215792020928011
"5854"	"hopAZ"	-97.305653	-96.314356	1.982594	0.738960496526332
"5855"	"hopBA"	-56.758852	-55.318964	2.879776	0.578141943547111
"5856"	"hopBB"	-76.42517	-71.519935	9.81047	0.0437442215236957
"5857"	"hopBC"	-55.903204	-54.449215	2.907978	0.57334128073088
"5858"	"hopBD"	-75.964314	-72.659857	6.608914	0.158055980383858
"5859"	"hopBE"	-48.563433	-46.014493	5.09788	0.277401037048552
"5860"	"hopBF"	-84.05626	-69.092647	29.927226	5.06426747726606e-06
"5861"	"hopBG"	-39.624522	-39.16824	0.912564	0.922751429720477
"5862"	"hopBH"	-43.955988	-43.326733	1.25851	0.868374552866418
"5863"	"hopBI"	-55.395777	-54.069559	2.652436	0.617562977908044
"5864"	"hopBJ"	-34.998547	-34.988799	0.019496	0.999952795885284
"5865"	"hopBK"	-49.271546	-48.631177	1.280738	0.864635037134342
"5866"	"hopBL"	-56.57954	-54.579231	4.000618	0.405922218965772
"5867"	"hopB"	-58.450129	-57.272501	2.355256	0.670727866085606
"5868"	"hopC"	-57.268023	-55.140117	4.255812	0.372491064667742
"5869"	"hopD"	-72.281583	-69.520579	5.522008	0.237801721145561
"5870"	"hopE"	-63.300446	-62.992235	0.616422	0.961221463960291
"5871"	"hopF"	-78.609322	-74.585763	8.047118	0.0898673707983755
"5872"	"hopG"	-67.677583	-63.768486	7.818194	0.0984696415923331
"5873"	"hopH"	-90.624016	-83.100075	15.047882	0.00460293006589295
"5874"	"hopI"	-46.891243	-45.932357	1.917772	0.750879527884024
"5875"	"hopK"	-39.664812	-39.433017	0.46359	0.976947323633198
"5876"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"5877"	"hopN"	-51.850712	-51.20621	1.289004	0.863238385509841
"5878"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"5879"	"hopQ"	-71.010277	-68.353448	5.313658	0.256601079065706
"5880"	"hopR"	-71.972372	-69.115909	5.712926	0.221637401759931
"5881"	"hopS"	-42.011965	-41.854625	0.31468	0.988846930313922
"5882"	"hopT"	-62.52055	-60.386073	4.268954	0.370828841686807
"5883"	"hopU"	-41.658934	-41.009188	1.299492	0.861461715517441
"5884"	"hopV"	-58.191609	-54.779934	6.82335	0.145523082249897
"5885"	"hopW"	-71.067845	-68.773543	4.588604	0.332170233290887
"5886"	"hopX"	-105.17302	-104.577066	1.191908	0.879429107559872
"5887"	"hopY"	-37.696077	-37.592165	0.207824	0.994960973240106
"5888"	"hopZ"	-96.858463	-93.7309	6.255126	0.180888250339253
"5889"	"avrA"	-54.343394	-51.745795	5.195198	0.267848884451644
"5890"	"avrB"	-91.525608	-87.235976	8.579264	0.0725206941160669
"5891"	"avrD1"	-82.054192	-78.005558	8.097268	0.088079427324647
"5892"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"5893"	"avrPto"	-86.887975	-81.572008	10.631934	0.0310273523874699
"5894"	"avrRpm"	-80.74256	-78.981485	3.52215	0.474518390829155
"5895"	"avrRps4"	-76.409386	-73.466796	5.88518	0.207888763696884
"5896"	"avrRpt2"	-50.977588	-50.364407	1.226362	0.873739507678898
"5897"	"hopA1"	-91.697977	-90.265386	2.865182	0.580634356187818
"5898"	"hopAA"	-76.032166	-74.087887	3.888558	0.421297925269121
"5899"	"hopAB"	-86.238309	-78.590317	15.295984	0.00412510071088759
"5900"	"hopAD"	-39.664812	-39.434301	0.461022	0.977182869700345
"5901"	"hopAE"	-79.711518	-76.377822	6.667392	0.154544184084316
"5902"	"hopAF"	-104.844268	-101.62235	6.443836	0.168363748112858
"5903"	"hopAG"	-66.818747	-64.570599	4.496296	0.34298690436593
"5904"	"hopAH"	-55.769689	-53.975843	3.587692	0.464670438630023
"5905"	"hopAI"	-60.369009	-58.108159	4.5217	0.339982170514273
"5906"	"hopAL"	-53.692517	-51.738453	3.908128	0.418582133856398
"5907"	"hopAM"	-52.902758	-51.786917	2.231682	0.693233337161508
"5908"	"hopAO"	-69.468744	-66.715498	5.506492	0.23915941657853
"5909"	"hopAQ"	-39.664812	-39.432719	0.464186	0.97689251267492
"5910"	"hopAR"	-72.990154	-66.985392	12.009524	0.0172805826756364
"5911"	"hopAS"	-56.806437	-54.803934	4.005006	0.405328785220118
"5912"	"hopAT"	-77.775445	-75.676095	4.1987	0.379782109065182
"5913"	"hopAU"	-50.371169	-49.598374	1.54559	0.818536243442763
"5914"	"hopAV"	-67.008293	-64.477888	5.06081	0.281114728989161
"5915"	"hopAW"	-57.535763	-55.950866	3.169794	0.529823504594851
"5916"	"hopAX"	-48.062667	-47.241012	1.64331	0.800987793223138
"5917"	"hopAY"	-99.399526	-96.501422	5.796208	0.214893285857831
"5918"	"hopAZ"	-97.305653	-96.386797	1.837712	0.765575971232921
"5919"	"hopBA"	-56.758852	-55.319937	2.87783	0.578473968448078
"5920"	"hopBB"	-76.42517	-71.483656	9.883028	0.0424448362409144
"5921"	"hopBC"	-55.903204	-54.450818	2.904772	0.573885963762407
"5922"	"hopBD"	-75.964314	-72.735826	6.456976	0.167521510067307
"5923"	"hopBE"	-48.558241	-46.132948	4.850586	0.302974697215437
"5924"	"hopBF"	-84.05626	-69.086393	29.939734	5.03466601873664e-06
"5925"	"hopBG"	-39.624522	-39.162017	0.92501	0.920945627283119
"5926"	"hopBH"	-43.955988	-43.324254	1.263468	0.867542526085428
"5927"	"hopBI"	-55.395777	-54.068171	2.655212	0.617074369416259
"5928"	"hopBJ"	-35.058323	-34.872897	0.370852	0.984793015594208
"5929"	"hopBK"	-49.271546	-48.643036	1.25702	0.868624360417008
"5930"	"hopBL"	-56.57954	-54.63839	3.8823	0.42216909815945
"5931"	"hopB"	-58.450129	-57.280908	2.338442	0.673779156276263
"5932"	"hopC"	-57.268023	-55.136773	4.2625	0.371644430369169
"5933"	"hopD"	-72.281583	-69.520005	5.523156	0.237701534317444
"5934"	"hopE"	-63.300446	-62.99226	0.616372	0.961227125331362
"5935"	"hopF"	-78.609322	-74.585759	8.047126	0.0898670828860606
"5936"	"hopG"	-67.677583	-65.597289	4.160588	0.3847086620794
"5937"	"hopH"	-90.624016	-83.100074	15.047884	0.00460292600296487
"5938"	"hopI"	-47.078015	-45.932002	2.292026	0.68222122423366
"5939"	"hopK"	-39.664812	-39.42751	0.474604	0.975925724569299
"5940"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"5941"	"hopN"	-51.850712	-51.206269	1.288886	0.86325834574031
"5942"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"5943"	"hopQ"	-71.010277	-68.34783	5.324894	0.255555544732736
"5944"	"hopR"	-71.972372	-69.136103	5.672538	0.224974386663869
"5945"	"hopS"	-42.011965	-41.853582	0.316766	0.988706324938115
"5946"	"hopT"	-62.52055	-60.385793	4.269514	0.370758140677913
"5947"	"hopU"	-41.658934	-41.023374	1.27112	0.866256048031478
"5948"	"hopV"	-58.191609	-54.763988	6.855242	0.143738646900651
"5949"	"hopW"	-71.067845	-68.76436	4.60697	0.330051350793823
"5950"	"hopX"	-105.17302	-104.577066	1.191908	0.879429107559872
"5951"	"hopY"	-37.685155	-37.634992	0.100326	0.998783131202502
"5952"	"hopZ"	-96.858463	-93.726688	6.26355	0.180311764147112
"5953"	"avrA"	-54.343394	-51.623397	5.439994	0.245054624004725
"5954"	"avrB"	-91.525608	-87.248791	8.553634	0.0732780678988817
"5955"	"avrD1"	-82.054192	-78.005558	8.097268	0.088079427324647
"5956"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"5957"	"avrPto"	-86.887975	-81.533606	10.708738	0.0300399717594606
"5958"	"avrRpm"	-80.74256	-78.98018	3.52476	0.47412353304028
"5959"	"avrRps4"	-76.409386	-73.466803	5.885166	0.207889849817854
"5960"	"avrRpt2"	-50.977588	-50.362081	1.231014	0.872966444654489
"5961"	"hopA1"	-91.697977	-90.265385	2.865184	0.580634014243189
"5962"	"hopAA"	-76.032166	-74.087887	3.888558	0.421297925269121
"5963"	"hopAB"	-86.238309	-78.582172	15.312274	0.00409549188337986
"5964"	"hopAD"	-39.664812	-39.438778	0.452068	0.977996262619356
"5965"	"hopAE"	-79.711518	-76.377678	6.66768	0.154527065776972
"5966"	"hopAF"	-100.815911	-99.369958	2.891906	0.576074562450856
"5967"	"hopAG"	-66.818747	-64.531668	4.574158	0.333844597397624
"5968"	"hopAH"	-55.769689	-53.981901	3.575576	0.466480271446259
"5969"	"hopAI"	-60.369009	-58.108158	4.521702	0.339981934793993
"5970"	"hopAL"	-53.692517	-51.629024	4.126986	0.389092866774625
"5971"	"hopAM"	-52.902758	-51.783137	2.239242	0.691851666657489
"5972"	"hopAO"	-69.468744	-66.728565	5.480358	0.241461430008009
"5973"	"hopAQ"	-39.664812	-39.43178	0.466064	0.976719449547361
"5974"	"hopAR"	-72.990154	-66.985392	12.009524	0.0172805826756364
"5975"	"hopAS"	-56.806437	-54.867541	3.877792	0.422797474035856
"5976"	"hopAT"	-77.775445	-75.752982	4.044926	0.399959919521838
"5977"	"hopAU"	-50.368874	-49.576067	1.585614	0.811375395652818
"5978"	"hopAV"	-67.008293	-64.477867	5.060852	0.281110497768786
"5979"	"hopAW"	-57.535763	-55.960577	3.150372	0.532983807350474
"5980"	"hopAX"	-48.062667	-47.240531	1.644272	0.800814006340634
"5981"	"hopAY"	-99.399526	-96.52664	5.745772	0.218955660212511
"5982"	"hopAZ"	-97.305653	-96.259763	2.09178	0.718882685958918
"5983"	"hopBA"	-56.758852	-55.320142	2.87742	0.578543934881118
"5984"	"hopBB"	-76.42517	-71.55386	9.74262	0.0449937259437569
"5985"	"hopBC"	-55.903204	-54.450437	2.905534	0.573756479189097
"5986"	"hopBD"	-75.964314	-72.722433	6.483762	0.165816388353342
"5987"	"hopBE"	-48.558198	-46.038593	5.03921	0.283297914792162
"5988"	"hopBF"	-84.05626	-69.102133	29.908254	5.10949768916533e-06
"5989"	"hopBG"	-39.624522	-39.17331	0.902424	0.92421280017478
"5990"	"hopBH"	-43.955988	-43.328563	1.25485	0.868987977299732
"5991"	"hopBI"	-55.395777	-54.084111	2.623332	0.62269557499131
"5992"	"hopBJ"	-35.019474	-34.970043	0.098862	0.998817811859693
"5993"	"hopBK"	-49.271546	-48.62782	1.287452	0.863500861317755
"5994"	"hopBL"	-56.57954	-54.571494	4.016092	0.40383241498407
"5995"	"hopB"	-58.450129	-57.28543	2.329398	0.67542194599127
"5996"	"hopC"	-57.268023	-55.127424	4.281198	0.369285414113085
"5997"	"hopD"	-72.281583	-69.597358	5.36845	0.251537094178851
"5998"	"hopE"	-63.300446	-62.992236	0.61642	0.961221690421233
"5999"	"hopF"	-78.609322	-74.58576	8.047124	0.0898671548640582
"6000"	"hopG"	-67.677583	-65.618942	4.117282	0.39036608512614
"6001"	"hopH"	-90.624016	-83.100075	15.047882	0.00460293006589295
"6002"	"hopI"	-47.078015	-45.931501	2.293028	0.682038705993274
"6003"	"hopK"	-39.664812	-39.438683	0.452258	0.977979130831729
"6004"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"6005"	"hopN"	-51.850712	-51.206207	1.28901	0.863237370565512
"6006"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"6007"	"hopQ"	-71.010277	-68.380495	5.259564	0.261686146184087
"6008"	"hopR"	-71.972372	-69.074694	5.795356	0.214961355516951
"6009"	"hopS"	-42.011965	-41.854032	0.315866	0.988767084759551
"6010"	"hopT"	-62.52055	-60.386053	4.268994	0.370823791265785
"6011"	"hopU"	-41.658934	-41.032579	1.25271	0.869346337859813
"6012"	"hopV"	-58.191609	-54.764551	6.854116	0.143801306972857
"6013"	"hopW"	-71.067845	-68.818752	4.498186	0.342762627488463
"6014"	"hopX"	-105.17302	-104.577065	1.19191	0.879428779167279
"6015"	"hopY"	-37.645955	-37.615174	0.061562	0.999535875079901
"6016"	"hopZ"	-96.858463	-93.73008	6.256766	0.1807758893798
"6017"	"avrA"	-54.343394	-51.519006	5.648776	0.226958171381268
"6018"	"avrB"	-91.525608	-87.137709	8.775798	0.0669544000890324
"6019"	"avrD1"	-82.054192	-78.005557	8.09727	0.0880793566914361
"6020"	"avrE1"	-56.804156	-56.394297	0.819718	0.935785214420439
"6021"	"avrPto"	-86.887975	-81.63059	10.51477	0.0325941441582612
"6022"	"avrRpm"	-80.74256	-78.980489	3.524142	0.474217007970584
"6023"	"avrRps4"	-76.409386	-73.466793	5.885186	0.207888298218005
"6024"	"avrRpt2"	-50.977588	-50.367483	1.22021	0.87476009641879
"6025"	"hopA1"	-91.697977	-90.265385	2.865184	0.580634014243189
"6026"	"hopAA"	-76.032166	-74.087887	3.888558	0.421297925269121
"6027"	"hopAB"	-86.238309	-78.581952	15.312714	0.00409469504032244
"6028"	"hopAD"	-39.664812	-39.430914	0.467796	0.97655936588536
"6029"	"hopAE"	-79.711518	-76.378033	6.66697	0.154569270276575
"6030"	"hopAF"	-100.815911	-101.268249	-0.904676	1
"6031"	"hopAG"	-66.818747	-64.594337	4.44882	0.348659313643159
"6032"	"hopAH"	-55.769689	-53.92428	3.690818	0.44946280240269
"6033"	"hopAI"	-60.369009	-58.111843	4.514332	0.340851456562987
"6034"	"hopAL"	-53.692517	-51.546107	4.29282	0.367825043316539
"6035"	"hopAM"	-52.902758	-51.796136	2.213244	0.69660532050098
"6036"	"hopAO"	-69.468744	-66.686337	5.564814	0.23409074947546
"6037"	"hopAQ"	-39.664812	-39.42919	0.471244	0.976239324615199
"6038"	"hopAR"	-72.990154	-66.985392	12.009524	0.0172805826756364
"6039"	"hopAS"	-56.806437	-54.893166	3.826542	0.429989497457365
"6040"	"hopAT"	-77.775445	-75.754702	4.041486	0.400420444608946
"6041"	"hopAU"	-50.370383	-49.55084	1.639086	0.801750650272326
"6042"	"hopAV"	-67.008293	-64.477964	5.060658	0.281130042426369
"6043"	"hopAW"	-57.535763	-55.97722	3.117086	0.538426089609593
"6044"	"hopAX"	-48.062667	-47.244817	1.6357	0.802361908115534
"6045"	"hopAY"	-99.399526	-96.504861	5.78933	0.215443339001267
"6046"	"hopAZ"	-97.305653	-96.308264	1.994778	0.73671941447098
"6047"	"hopBA"	-56.758852	-55.319648	2.878408	0.578375340273998
"6048"	"hopBB"	-76.42517	-71.578558	9.693224	0.0459248161192468
"6049"	"hopBC"	-55.903204	-54.449248	2.907912	0.573352491048015
"6050"	"hopBD"	-75.964314	-72.688763	6.551102	0.161598887527984
"6051"	"hopBE"	-48.56853	-46.067561	5.001938	0.287098702074213
"6052"	"hopBF"	-84.05626	-69.068325	29.97587	4.95011066677993e-06
"6053"	"hopBG"	-39.624522	-39.187027	0.87499	0.928121169091707
"6054"	"hopBH"	-43.955988	-43.326772	1.258432	0.868387632763236
"6055"	"hopBI"	-55.395777	-54.073855	2.643844	0.619076325720213
"6056"	"hopBJ"	-35.004607	-34.881705	0.245804	0.993038748245783
"6057"	"hopBK"	-49.271546	-48.626085	1.290922	0.862913856201798
"6058"	"hopBL"	-56.57954	-54.623923	3.911234	0.418152294338318
"6059"	"hopB"	-58.450129	-57.274139	2.35198	0.67132207366843
"6060"	"hopC"	-57.268023	-55.128724	4.278598	0.369612738780495
"6061"	"hopD"	-72.281583	-69.504659	5.553848	0.235036589193526
"6062"	"hopE"	-63.300446	-62.780642	1.039608	0.903731820966456
"6063"	"hopF"	-78.609322	-74.585759	8.047126	0.0898670828860606
"6064"	"hopG"	-67.677583	-65.608954	4.137258	0.387748588194574
"6065"	"hopH"	-90.624016	-83.100074	15.047884	0.00460292600296487
"6066"	"hopI"	-46.891243	-46.265887	1.250712	0.86968071296163
"6067"	"hopK"	-39.664812	-39.438333	0.452958	0.97791596566034
"6068"	"hopM"	-74.737348	-71.215505	7.043686	0.133597551399211
"6069"	"hopN"	-51.850712	-51.206279	1.288866	0.863261728765829
"6070"	"hopO"	-65.655995	-64.074385	3.16322	0.530891948807211
"6071"	"hopQ"	-71.010277	-68.39948	5.221594	0.265306776230343
"6072"	"hopR"	-71.972372	-69.13624	5.672264	0.224997174929323
"6073"	"hopS"	-42.011965	-41.856002	0.311926	0.989031361862259
"6074"	"hopT"	-62.52055	-60.386079	4.268942	0.370830356823582
"6075"	"hopU"	-41.658934	-41.032096	1.253676	0.869184601492696
"6076"	"hopV"	-58.191609	-54.790196	6.802826	0.146682135898369
"6077"	"hopW"	-71.067845	-68.740017	4.655656	0.324487533523528
"6078"	"hopX"	-105.17302	-104.577066	1.191908	0.879429107559872
